,conv1,layer1.0.conv1,layer1.0.conv2,layer1.0.conv3,layer1.1.conv1,layer1.1.conv2,layer1.1.conv3,layer1.2.conv1,layer1.2.conv2,layer1.2.conv3,layer2.0.conv1,layer2.0.conv2,layer2.0.conv3,layer2.1.conv1,layer2.1.conv2,layer2.1.conv3,layer2.2.conv1,layer2.2.conv2,layer2.2.conv3,layer2.3.conv1,layer2.3.conv2,layer2.3.conv3,layer3.0.conv1,layer3.0.conv2,layer3.0.conv3,layer3.1.conv1,layer3.1.conv2,layer3.1.conv3,layer3.2.conv1,layer3.2.conv2,layer3.2.conv3,layer3.3.conv1,layer3.3.conv2,layer3.3.conv3,layer3.4.conv1,layer3.4.conv2,layer3.4.conv3,layer3.5.conv1,layer3.5.conv2,layer3.5.conv3,layer4.0.conv1,layer4.0.conv2,layer4.0.conv3,layer4.1.conv1,layer4.1.conv2,layer4.1.conv3,layer4.2.conv1,layer4.2.conv2,layer4.2.conv3
53,-0.987632551790517,-0.9873778097457478,-0.9830057888430888,-0.9795431561122555,-0.9861520724587284,-0.9775165154444753,-0.965102610771593,-0.9837674219057682,-0.9810083551884723,-0.9738813178558545,-0.9819099179795314,-0.9800624216404408,-0.9792634633065933,-0.9810752576254346,-0.9829087824364655,-0.9795801309069593,-0.9824528239561009,-0.980780257163878,-0.9753148525121945,-0.9762493326803868,-0.9639090859739359,-0.9658509164436179,-0.9909411561787824,-0.987418530417042,-0.9865764420501787,-0.9920366220766341,-0.9614495772374693,-0.9798972992009833,-0.9986004548700755,-0.8976570956851677,-0.7634932703835244,-0.9986479921372506,-0.9857047863492607,-0.6390030034022987,-0.9991431449801893,-0.9453172193257928,-0.9656640093104025,-0.9966221971200145,-0.9391633394213474,-0.861559069624966,-0.9978726855810539,-0.933999192746602,-0.9345059551185426,-0.9759211418407765,-0.8090060434896187,-0.7131727954955549,-0.8580034209453928,-0.6588105784508306,-0.6015031348610813
54,-0.948646472797951,-0.9617549337245062,-0.9547098590106422,-0.9451444103024034,-0.9508883068061822,-0.9013624894057906,-0.8810583266210852,-0.9549107078770984,-0.929685650399347,-0.8982302867299068,-0.9458106083166659,-0.9170149558573946,-0.9032230232032076,-0.9262004468672014,-0.9271664343040975,-0.9221847979635115,-0.9383149432030958,-0.9217962386689205,-0.9068213882482697,-0.9258541934300359,-0.9053392113826977,-0.907267156718924,-0.968387172953324,-0.9500560159520526,-0.9376047359112128,-0.9814287273301022,-0.9446239345595078,-0.9636596728692197,-0.9967077199681617,-0.9269922457664684,-0.9170363109782625,-0.9966957533054571,-0.9596159049494329,-0.9688829222975617,-0.9981266376632372,-0.9680037449545302,-0.9379132518637812,-0.9922121102914889,-0.9169200435513644,-0.9163459303912813,-0.9947555712213617,-0.8980102961881764,-0.791349036279905,-0.9235886826584314,-0.7115310117542428,-0.48698752040361093,-0.7359341579332954,-0.3633226640182356,-0.14242458038763348
55,-0.9715130191338716,-0.9747756971593781,-0.9766819079375166,-0.9679019903209578,-0.9677588909188426,-0.9284703774767523,-0.9042355311717669,-0.9694886123520434,-0.9599428456513324,-0.9254454908537768,-0.964501190064905,-0.9618030726393203,-0.9517312484067568,-0.9526625574681664,-0.9600573624968729,-0.9505243389588919,-0.9547709084072507,-0.9472809434325585,-0.9349846667797919,-0.9381972575033585,-0.9191981815620013,-0.9137084997916076,-0.9807281867628604,-0.9682796478177281,-0.9753194890352115,-0.989315285512856,-0.9598309605249223,-0.9770335562133584,-0.9984249515325345,-0.9722278716814473,-0.9135534283665886,-0.9981584472089188,-0.9757081865336069,-0.962993201669961,-0.9994104438888983,-0.9833027888621168,-0.9596997241064487,-0.992141972305097,-0.9375423750045324,-0.9567430461524042,-0.9955445531271285,-0.9115873174261556,-0.7668273524294673,-0.9513176167563911,-0.6902073327350924,-0.4346117513834738,-0.7318763424772488,-0.35563602312791287,-0.11729799190565451
56,-0.9728948682300493,-0.9798520964291931,-0.9758772187591462,-0.9707027327143376,-0.9716178804376776,-0.9463732530776688,-0.9290032151729601,-0.9745955496424453,-0.9694857082697536,-0.9539229842495338,-0.9714882586809283,-0.963384983484203,-0.9585751266263409,-0.9646147873501713,-0.9686015231557319,-0.967153193331135,-0.966178920957063,-0.9583981363710978,-0.9529580447005853,-0.9550010880184412,-0.9377777809140672,-0.9397439979536478,-0.9851628625690421,-0.9773113276676604,-0.9729634991041296,-0.987109610290875,-0.9601716489568334,-0.9711467953238637,-0.9976761621629294,-0.9065827545753895,-0.9004889521281195,-0.9977677503219867,-0.9620300988309782,-0.694946782956873,-0.9989935429382952,-0.950753137641329,-0.9550836190668514,-0.9930136679637642,-0.9342114450187462,-0.942092915809821,-0.9963135420107858,-0.9136624228959771,-0.8589533936022093,-0.9599334497513761,-0.7284715681147,-0.5176461267526785,-0.7873704015573155,-0.4127033576400971,-0.2193280894936622
57,-0.9780471115599465,-0.9862624018268917,-0.9784061058134379,-0.9747695060663221,-0.9747770058036833,-0.9482371770483977,-0.9282941584067693,-0.972824209233035,-0.964187942063826,-0.9489400811257611,-0.9673689070801412,-0.9613643888242558,-0.9566516890821883,-0.9588844346799497,-0.9640058990621738,-0.9622244044593224,-0.9639791529503174,-0.9601506912021845,-0.9547909158641421,-0.9566387997533898,-0.9462659899802223,-0.9474975783780466,-0.9831240892701786,-0.9778642736843959,-0.9724450434533901,-0.9874229235823327,-0.9682363710780956,-0.9776600338659241,-0.9980042957899533,-0.913573971063655,-0.9206611405671723,-0.9978511837803437,-0.978671334408836,-0.7726330733675335,-0.9989603591831949,-0.961210236572844,-0.9591538750356884,-0.9944186367231738,-0.9325334233520386,-0.9114269668065565,-0.9962820617575471,-0.9140796759803232,-0.8556383420269466,-0.9566590668974344,-0.7429698959621196,-0.53028364465984,-0.793790105505749,-0.4092168692581972,-0.18513866738027782
58,-0.9750271940547144,-0.9776881190938822,-0.9725916776831258,-0.9670365894140565,-0.9738406880848451,-0.952350884992511,-0.9345052073898547,-0.972634112941672,-0.9650312576755382,-0.9511231482098312,-0.9671053755944421,-0.9551993620026497,-0.9491556562657657,-0.9558722025591546,-0.9570360329156488,-0.9531396428082677,-0.9637852398368582,-0.9619349265644617,-0.953329694998114,-0.9530330146528543,-0.9404262139787292,-0.9394048677452461,-0.9800039791503417,-0.9725912467038451,-0.9673513308058267,-0.9848386224212846,-0.9531997451304457,-0.972238801504935,-0.997632582226738,-0.9147381892008357,-0.856655918390923,-0.9976586181233793,-0.9729947075008594,-0.773009478254624,-0.9986094732329814,-0.953872966219745,-0.9574575324343141,-0.9938942120968915,-0.9333474593845414,-0.9235589939606296,-0.9961372078227106,-0.9116650910404556,-0.8506978051044904,-0.9549992403068017,-0.7262470757075862,-0.5079574102905542,-0.784221624047475,-0.3898025324189771,-0.17849771185533503
59,-0.9718685008328394,-0.9797950628423685,-0.9746590653013985,-0.9691071566224728,-0.972275222576809,-0.9489817934457516,-0.9332129711537406,-0.9701821980382146,-0.9615684338723176,-0.9497165694081838,-0.9661066180655864,-0.953762982328997,-0.949110035253879,-0.9571139723865385,-0.9567852611723964,-0.9559195239716551,-0.9607331369220569,-0.9549344230933774,-0.949477824857476,-0.9555047344864502,-0.9401446963679342,-0.9426502578373392,-0.9809674485337999,-0.9738238469206465,-0.9687000810694804,-0.9837394652613705,-0.9511116211972568,-0.9731911095288331,-0.996144967242641,-0.9269874947181276,-0.8680461142907945,-0.9963404324290576,-0.9478426119488912,-0.7008097142467402,-0.9975710011560415,-0.9484451371886757,-0.9614939081722935,-0.993144193314311,-0.9246345651156882,-0.9254240313733129,-0.9957539100888253,-0.9156986520305626,-0.8840276192059952,-0.951765141406058,-0.7539027539194673,-0.5533312486921105,-0.807779689175156,-0.44749043251723986,-0.22728503818437032
60,-0.9706988740476075,-0.9729544354313052,-0.9727078784664804,-0.9628924793736258,-0.9649320478355697,-0.9197549733131072,-0.8956917998904375,-0.9689322958588606,-0.9595565843748882,-0.9279716105243687,-0.9640338628465186,-0.962157788893185,-0.9495500330927544,-0.9512053193276195,-0.9569724978300077,-0.9463149752018092,-0.9546711265032939,-0.9487624242284036,-0.9350031740151868,-0.9373652376123404,-0.9104673838069197,-0.9077630839125923,-0.980506007423353,-0.9669588590151343,-0.9711604055790223,-0.9894161637787751,-0.9434300463807188,-0.974268158819916,-0.9984743177044527,-0.9692735275578342,-0.9175463218326372,-0.9982301021314031,-0.9796062301502237,-0.9765795873609493,-0.999409788918597,-0.9845733918258555,-0.9510212184122444,-0.9931623054034842,-0.9372576386643661,-0.9476541362445356,-0.9960733887543624,-0.9127309311762433,-0.768802691546194,-0.9502110075950141,-0.6751375434991389,-0.4252656905379557,-0.7297375926486096,-0.34744866712579126,-0.11655895574358385
61,-0.9735003968660808,-0.9775857721492536,-0.9738099051205886,-0.9677358619947793,-0.9732446330167002,-0.9522640494010626,-0.9336123772040902,-0.9742796846934931,-0.9655515858229792,-0.9444759011764634,-0.9670048034991625,-0.9560749099294377,-0.9498495212237058,-0.9532786991990386,-0.9585648907902223,-0.9547164431572824,-0.963515027563931,-0.96031255325129,-0.95289688465458,-0.9524869513666115,-0.941708163382081,-0.9433654386157249,-0.9808577493128052,-0.9727743237953466,-0.9696201334663584,-0.9863186162504218,-0.9662701534432069,-0.9702225415737791,-0.9983485057697498,-0.9502911668166949,-0.901455924875683,-0.9982434368634818,-0.983791319487274,-0.37740534820761223,-0.9991890521158246,-0.9748342974309063,-0.9470522664783777,-0.9945947781351003,-0.9328937233814363,-0.9175039777736792,-0.9966031628727496,-0.9110153648828894,-0.8433816547900397,-0.9539863015341965,-0.7060476177800521,-0.4858602955862418,-0.7700707628486934,-0.37210103178797876,-0.16096776080182118
62,-0.9861909710459559,-0.9882749075983746,-0.982970708485223,-0.9796043258769801,-0.9839378882826708,-0.9680575529391118,-0.948296062623044,-0.9782325746490552,-0.9756452004405268,-0.9669165045128434,-0.9708415690478067,-0.9626237442726007,-0.9634267647539352,-0.9641370705560605,-0.9650820588481802,-0.9674450055258148,-0.971671295134287,-0.9762253991650134,-0.9736850144766636,-0.9665887281356431,-0.9559994442935996,-0.9579777269976855,-0.9877826389490736,-0.9858387527962726,-0.9858025445329611,-0.9832228795612911,-0.929004595171051,-0.9629168810278528,-0.9978123661643981,-0.901471126857869,-0.9178540483004584,-0.9980052174392819,-0.9738379772026714,-0.9869808394200279,-0.9989216590535558,-0.953747762562709,-0.9653043805305609,-0.9948413410891004,-0.9271064594637821,-0.8925061635535287,-0.996740699763522,-0.9180500665455709,-0.8960573459793476,-0.9673816667265944,-0.7649620902825217,-0.5723077146569485,-0.8264722042033446,-0.4757293132282429,-0.27776685908089377
63,-0.9336187003867314,-0.9514813990031851,-0.9428114135383081,-0.9257896496262626,-0.9414176255650115,-0.8816270102484832,-0.8601115673740315,-0.9534358904507092,-0.9268492140321418,-0.8775822083102182,-0.9440982063938782,-0.9157581669484129,-0.8916423378566432,-0.9210196520213068,-0.9254370139758108,-0.9123371899294154,-0.9359295062584485,-0.9142837111004399,-0.8924429315970337,-0.9165726159765013,-0.8875038430369653,-0.8949822159046164,-0.9694082617646282,-0.9441325682277293,-0.9355175726386082,-0.982279133088459,-0.938511147112159,-0.9614578030621583,-0.9979568951466435,-0.9470695256663013,-0.8726610831692526,-0.9976114064816897,-0.9719417181622011,-0.9046587282583725,-0.9991508511547162,-0.9781290110097915,-0.9450852015906366,-0.9928171809574452,-0.9271137426684496,-0.9222505839537556,-0.9955885498334399,-0.8972656340221563,-0.7574527261205894,-0.9247423698079943,-0.6531809271959483,-0.4373212206157713,-0.7135006124531322,-0.36093825468343094,-0.2065559885789765
64,-0.9721021578350602,-0.9746216122975357,-0.9693170598841896,-0.9633347828972652,-0.9730655381752413,-0.9527515086605691,-0.9345338606293445,-0.9727669963318583,-0.9650049199571183,-0.9499396284624654,-0.9665760456966851,-0.9555233194863881,-0.9513072412299759,-0.9569812752418974,-0.9599970025249948,-0.9542505393160083,-0.9658901786588998,-0.9633732766376192,-0.9530725891266241,-0.9562508333859592,-0.9369785241923526,-0.9413331640204716,-0.9831220353160431,-0.9730730284304924,-0.9724341671294422,-0.9874125696158778,-0.9404190190166124,-0.968850458782842,-0.9983359129839635,-0.90367239461231,-0.8290659215878824,-0.9982551403909415,-0.9788534856365878,-0.9101960326506112,-0.999194663305748,-0.9695301318783668,-0.9520296421679184,-0.9949236464034892,-0.9308834485651989,-0.895651856843726,-0.9968774321530374,-0.9198007901651881,-0.9103919887470965,-0.9623092556370548,-0.846608152303769,-0.8196999774752123,-0.879911679640067,-0.790208488890953,-0.7686275802668779
65,-0.9846786007972241,-0.987825017466409,-0.9841048694356029,-0.9799473081611555,-0.9817906652486513,-0.9624494539493655,-0.9417902395608266,-0.9800172493093561,-0.9771626754912743,-0.9636617433576244,-0.9740406619470829,-0.9680172669864766,-0.9648982221898533,-0.9649311506987095,-0.9680560781841565,-0.9677295862560954,-0.9712668703371465,-0.9711669764040411,-0.9663515935726735,-0.963919310362157,-0.9554595440700084,-0.9557803474440788,-0.9871018111795633,-0.9833645118143803,-0.9819896997306501,-0.9885757410989509,-0.9641411540260452,-0.9739910308683553,-0.9981993898988388,-0.9327709433763423,-0.9113763076182329,-0.9982510341803843,-0.9784295481434564,-0.9917970870884445,-0.9990776828552687,-0.9656377979080114,-0.9542652187791935,-0.9942933392872177,-0.9435126941673708,-0.9379456148131255,-0.9964915593105708,-0.9213414499308514,-0.8705554474857868,-0.9645108879613646,-0.737511533942731,-0.5210929471624076,-0.7961708731448517,-0.39227434391046206,-0.17171375579447035
66,-0.9657439603525706,-0.9660605991836246,-0.9596699162422428,-0.9547629883688153,-0.9676152425284628,-0.9478987571995563,-0.929599809303789,-0.9632025153898225,-0.9515004650777392,-0.943516083827133,-0.9559701712599374,-0.9411293325088703,-0.9368335182085971,-0.9428881765527631,-0.9390491680528168,-0.9378464265808757,-0.9539854604124263,-0.9482428088838172,-0.935015144305871,-0.9460400896884872,-0.9218979525816758,-0.930254010177016,-0.9761161114165257,-0.9640546435516881,-0.9611314281031221,-0.978930899126657,-0.89155754160508,-0.9578651793751626,-0.9971782771051289,-0.8898715370101491,-0.8364006749061574,-0.9972141006316306,-0.9593122349131658,-0.5905378950844589,-0.9983864127033972,-0.9589987135313771,-0.9475463030026656,-0.9941586529975226,-0.9109799271423598,-0.8578195852772019,-0.9962437229495164,-0.9013162962570329,-0.8845369575349294,-0.9457726042945873,-0.7628667192264038,-0.6608584668711495,-0.8212524941507737,-0.6199992674975847,-0.5636598006681977
67,-0.9797151125519366,-0.9838434119570917,-0.9799284100934738,-0.9740460079702282,-0.9778761895773409,-0.9546983870310422,-0.9372837480736229,-0.9782592363947148,-0.972612636944831,-0.9564013070726273,-0.9732127434378316,-0.9678428342693467,-0.9635291436466434,-0.9636258625154642,-0.9665466862527488,-0.9629573453808019,-0.9685827765870234,-0.9657102576761212,-0.958477203390363,-0.9560953601054539,-0.9402214847518582,-0.940282287319909,-0.9846390183075256,-0.9778967024808684,-0.9757401151746761,-0.9890207677215483,-0.959570278802141,-0.9758773126134741,-0.9985375239220815,-0.9346464466314788,-0.9117162364929534,-0.9984847666323923,-0.9818251502738062,-0.9397438139483525,-0.9994031662793129,-0.9718355715033358,-0.9654084117598543,-0.9946641521280928,-0.9402198596659495,-0.9302094419571356,-0.9966273725617109,-0.9174224111286207,-0.8431295814012093,-0.9609918984863967,-0.7162505148941594,-0.49273126525668565,-0.7785127662382862,-0.38265250819800256,-0.1823579188612306
68,-0.9650900728359151,-0.9708379317215217,-0.962685499526376,-0.9566044458449647,-0.967062570106925,-0.9353188487845935,-0.9163091366004741,-0.970443005971253,-0.9576381023473226,-0.9398214824724029,-0.9654055922800161,-0.9530688779367791,-0.9451557459363393,-0.9548561078335933,-0.9555411263975098,-0.9497429225790659,-0.9607215130993894,-0.9511758505576534,-0.9386382925413084,-0.9456870830417973,-0.9251900456360673,-0.9288436461967478,-0.9802460346240129,-0.9663346447484134,-0.960086874236602,-0.9867185072417117,-0.9491617102469907,-0.9703245669125115,-0.9983132107409317,-0.9102738582772909,-0.9037765235687898,-0.9981359084278825,-0.9790830124864088,-0.8305185519460729,-0.9992321059543545,-0.9682510052250906,-0.9537205234628878,-0.9948090290059562,-0.9302113366322277,-0.9080463286087386,-0.9965110635665146,-0.9075948363206229,-0.8412878068091444,-0.9498629518272261,-0.7045723665326882,-0.49289143112565614,-0.7705297940123665,-0.37963508929044243,-0.20979025134106843
69,-0.9759586349982716,-0.9788441401957128,-0.9717045034665421,-0.9674975224477809,-0.975568001918931,-0.9534754195069186,-0.935619724391803,-0.9751788743073064,-0.9674339568487178,-0.9542499655589325,-0.9696663923899038,-0.9538262289945105,-0.9455246996624129,-0.958262663906273,-0.9569746229119006,-0.9549530070137645,-0.9640392392355498,-0.9595881411268649,-0.9504641427628623,-0.9552571317481805,-0.9395966752735563,-0.9420511957922264,-0.9806263505340269,-0.9707411995613964,-0.9679833459438207,-0.9860077617144619,-0.9449832067875776,-0.9728962770506498,-0.9969934861910639,-0.9207710822370635,-0.8806474765016783,-0.9971653494535014,-0.9602520900324034,-0.8595739966155771,-0.9980548183354976,-0.9585464948030961,-0.9610560129897157,-0.994556344225409,-0.9301621243228199,-0.9137120934694198,-0.9961220173971324,-0.9096722524868484,-0.8727122047305764,-0.9517881139954788,-0.7541857068260327,-0.6107687166760754,-0.8060219583327739,-0.505898456908194,-0.38825953903414867
70,-0.992213016409961,-0.9929816659981618,-0.9888859891585027,-0.9857102135334959,-0.9906369942592967,-0.9807980898741442,-0.9675526591826976,-0.9874883353899075,-0.9866809128001954,-0.9792430080366885,-0.9859589646911175,-0.9840403780648859,-0.9834450811353579,-0.9855554204598495,-0.986914116893261,-0.9835552065034374,-0.9863298019242105,-0.9874735384718316,-0.9840931689718455,-0.9818104610334919,-0.9708687255405445,-0.9719947679618341,-0.9933299572787797,-0.9910041248525099,-0.9898246971334417,-0.9938716421327666,-0.9658693243077504,-0.9842812154532519,-0.9987771526350406,-0.9028792281159176,-0.8875757976414442,-0.9988390770717159,-0.9876076649532762,-0.9883617006521528,-0.9992498787291104,-0.9607047472766714,-0.9680104132989563,-0.9969054966397088,-0.9478238954727238,-0.8922582592328213,-0.9980846369586769,-0.9344522130079385,-0.9213673416534918,-0.9772821966722569,-0.8302198190722856,-0.7612602031611997,-0.8706933242884451,-0.7194288422068095,-0.6823473616635606
71,-0.9592583069419744,-0.9665952900289326,-0.961210004816873,-0.953360398350208,-0.9638043532398757,-0.9384354985202696,-0.9235946296796388,-0.9673604160947248,-0.9497517560713858,-0.9314416225178501,-0.9623964864774548,-0.9480216817927174,-0.9400589724300165,-0.9546796061850172,-0.9574063193170572,-0.9510219809302629,-0.9593718900370762,-0.9454737350016806,-0.9314749841178651,-0.945308622206642,-0.9210995543359033,-0.9268380592655826,-0.9780689117092892,-0.9632313883281851,-0.9548532385285337,-0.9845382619630613,-0.9504448217162533,-0.9689551796229908,-0.9979282600954484,-0.9006195475391152,-0.8638269582108367,-0.9977002174140519,-0.9746467334284568,-0.7785643519118348,-0.9988525670580974,-0.9544801168169821,-0.9504730748429298,-0.9946456804757715,-0.9135415606240139,-0.8552214305259545,-0.9965421079022587,-0.9016190370262538,-0.8576700063521563,-0.9463270474184292,-0.7378201747282722,-0.5721952900552961,-0.7989229488359637,-0.4875161273269563,-0.35650410558625983
72,-0.9901049070868282,-0.9903629810812217,-0.9886062597713313,-0.984902288168068,-0.9884703690679065,-0.979318795168224,-0.9654196477201198,-0.9869793177350494,-0.9857137373833005,-0.9745187761812557,-0.9839406732514239,-0.978917415511666,-0.9752990593978814,-0.9798427830345786,-0.9823160722404385,-0.9794842088668294,-0.9841199127140947,-0.9846406015481388,-0.9804356330288477,-0.9783588423736603,-0.971359192180938,-0.9710947882081822,-0.9919745440389564,-0.9889810971860813,-0.9882403115659177,-0.9929547928032689,-0.9761767638214711,-0.981438606222181,-0.9990702462551637,-0.9636920708974656,-0.8761637757033558,-0.9990982747700862,-0.9913487805443909,-0.7924022835444954,-0.9994151159201802,-0.9734514276975352,-0.9539786483553677,-0.9971786889265235,-0.9511024077044958,-0.9019302562275384,-0.9981809732713218,-0.9355506085763421,-0.9245248309565118,-0.974850980172643,-0.7884562108342089,-0.671284309112888,-0.8416957215277812,-0.5994865419622557,-0.5201285723182631
73,-0.9657457611382001,-0.9751278173915015,-0.9698311608952969,-0.9617873106293993,-0.9677310237992887,-0.9393875453392644,-0.9218545617718469,-0.9689818909724142,-0.956256047613869,-0.9355732992274253,-0.9635397475148022,-0.9500219751385782,-0.9414552829149101,-0.954238188760597,-0.9585183752879858,-0.9525534952456056,-0.9605635115919948,-0.9517762080709733,-0.9413086574669867,-0.9486328104938746,-0.9304919164971326,-0.9324775366037666,-0.9809245455502886,-0.9694497328700751,-0.9630977759734463,-0.9870693445887643,-0.9568490282456354,-0.9737175402585109,-0.9983593253344887,-0.9479639251865567,-0.8810211710787769,-0.998134447198582,-0.9804401511765748,-0.5473309475584086,-0.9991854622300447,-0.9701252258877644,-0.9596664205039638,-0.9945932080329369,-0.9314949849518063,-0.910911712422086,-0.9965344632595026,-0.9144040490955009,-0.8608873015670007,-0.9517523124724943,-0.7295685213979628,-0.5715112224194534,-0.7945461346387204,-0.4857656486699395,-0.3688957405023411
74,-0.9436016306388589,-0.950335795780733,-0.9382205329582943,-0.933177378801103,-0.9520929314506924,-0.9137979974676665,-0.8924331672250735,-0.954818761815677,-0.9331698942044911,-0.9159928586124586,-0.9473000904269342,-0.9195541862022153,-0.9106783232816225,-0.9301498312962558,-0.9284874393748281,-0.9249298043967744,-0.9455548814633649,-0.933751259002408,-0.9180362869159756,-0.9293079979727936,-0.894946008084345,-0.9065632444083909,-0.9723688489103892,-0.9479187178468745,-0.9403756739696179,-0.9787314813439462,-0.9010674620090117,-0.9460419892415017,-0.9977148160866679,-0.8718410653094549,-0.872929087153167,-0.997562115494519,-0.9677727819937886,-0.9700949472623615,-0.9991140154018554,-0.9662619221583488,-0.9553394726304386,-0.9939502003096468,-0.9117933673849523,-0.8803589473191676,-0.9958914561993815,-0.8833477588574842,-0.8071681833454144,-0.9301826621783387,-0.6240829704895283,-0.41320882757875826,-0.7058288184156648,-0.35687222085360093,-0.24465383924129216
75,-0.9461125222464764,-0.9587845170648335,-0.9506781981098832,-0.9363003575652579,-0.9473255177711175,-0.8819012435594082,-0.8650587303315208,-0.9589569294261886,-0.9412800521128378,-0.8989594421420322,-0.9525773012374243,-0.9334716810287929,-0.9128595567235989,-0.9301717496256207,-0.9333565372173687,-0.92297337893348,-0.9421570156142259,-0.9238996159805759,-0.9019280006646737,-0.9202656691754312,-0.8789004949251181,-0.8944469471989093,-0.9740405186720352,-0.9523339786301583,-0.9462263586797333,-0.9836218228489119,-0.9319040980289672,-0.961874313232129,-0.9982518206870497,-0.9522143163902144,-0.8986831117981336,-0.9979263327102146,-0.9751242327718082,-0.7629243108471114,-0.9993273777172843,-0.979362778414888,-0.9499109555102183,-0.9936861890518033,-0.9305131015656467,-0.9141827585213212,-0.9961048894766751,-0.8979679286785008,-0.7596943354100797,-0.9316428167793187,-0.629325309876739,-0.395139029870547,-0.70594901139923,-0.31608521054284267,-0.11948327138978458
76,-0.9693057157043286,-0.9728159935478498,-0.9735633142342754,-0.9648607243608043,-0.9739120882148635,-0.9536790665080319,-0.9380475192969071,-0.9782330706106966,-0.9667685634756417,-0.9429662677637687,-0.9723077810532346,-0.9588899216853339,-0.9488228298106234,-0.965181764270334,-0.9702083815226074,-0.9617143227200768,-0.9711705255096228,-0.9626522104433167,-0.9484774679165673,-0.9605548819221408,-0.9428880560929144,-0.9488685252945194,-0.9859397928081555,-0.9742660725780985,-0.9714772753357878,-0.9911574976887765,-0.9666585388887504,-0.9723203884081457,-0.999056649034391,-0.9789163623629299,-0.9071131884481439,-0.9989289744465888,-0.9889467388072964,-0.5882917202412153,-0.9995024110479387,-0.9825607862030986,-0.9605671673362534,-0.996741671211093,-0.941817680501394,-0.8907642295080821,-0.9978073130037625,-0.9161303168488282,-0.8660048998324853,-0.9539678826111668,-0.6757178330817614,-0.46479982982788604,-0.7553795022685048,-0.3804856399094182,-0.23478605754303733
77,-0.9916473454470863,-0.9920629362038876,-0.9900966451406035,-0.9875990679631272,-0.992007757703516,-0.9854150223961737,-0.9788996128803462,-0.9920436261785832,-0.9917145447729989,-0.9877836533344245,-0.9914436356639362,-0.9884798869706262,-0.9869632300579518,-0.989555866661495,-0.9886557612288414,-0.9858765389539308,-0.9899115470051778,-0.989609908526419,-0.9860032469320926,-0.984916902690198,-0.9747593501466112,-0.9774458855218566,-0.9947491000094424,-0.9917293839305722,-0.9911551868835922,-0.99516070673291,-0.9603246709553217,-0.9850845141584551,-0.9993042468414884,-0.935358829644855,-0.938909606103143,-0.999285980706639,-0.9939997279920516,-0.9685119624702396,-0.9995535432020695,-0.9699222962965751,-0.96869897045925,-0.998019849789392,-0.9625840508294544,-0.9064540939828762,-0.9988441818573179,-0.9553689890975354,-0.9545411432134531,-0.9824589479534641,-0.8621893577370838,-0.8263517094365317,-0.8937310540360444,-0.8022314893488622,-0.7779198582792015
78,-0.9601897470398891,-0.9704792382215788,-0.9675083672307944,-0.9561853946337553,-0.9627274614683502,-0.9207603465535614,-0.9027762182699776,-0.9683096825984501,-0.9560267990719404,-0.9262494097822247,-0.9642285632773436,-0.9475721746314285,-0.9332154290118302,-0.9501945643546832,-0.9550577748554827,-0.9469052516527896,-0.9568401481842976,-0.945674315728662,-0.9305301119473337,-0.938987377886034,-0.9110193548171871,-0.9162663001350213,-0.9792767068473478,-0.9653572822145662,-0.957423397530605,-0.9863564753354113,-0.9465279117387383,-0.9710232158089168,-0.9983501700639621,-0.9572238970295182,-0.8987572054769459,-0.9980923021544859,-0.9782217094433071,-0.35368122010563574,-0.9991500390561745,-0.9718541468529374,-0.9418325001370087,-0.9941334976468355,-0.9245043562788937,-0.9087293811865643,-0.9963451463789709,-0.9011039153341901,-0.7895329314130131,-0.9430881037908188,-0.6802976813045968,-0.45621846774929337,-0.7424557052216696,-0.35186228808751596,-0.1443889839943346
79,-0.9090410570108004,-0.9245139701605578,-0.9103188519672771,-0.8915382130245887,-0.9292647942726013,-0.8545417002237864,-0.8323892545897287,-0.9439726542376784,-0.9020463425678087,-0.8491649026463101,-0.9332828930419744,-0.882605114796078,-0.8524684360851116,-0.9055821836052074,-0.8991835524327095,-0.8823272071472044,-0.9277660012191549,-0.8953956027092751,-0.8571615357256096,-0.9017225728915808,-0.8472619905218386,-0.8706380213856738,-0.9645702725866978,-0.9212979697521143,-0.9051904441503487,-0.9791929983044821,-0.8876882551209044,-0.9435259326283667,-0.9979227829631298,-0.9406799917188212,-0.826022112701942,-0.9975090315082443,-0.9714531577099152,-0.8408597554196298,-0.9990558584032554,-0.9811592568393224,-0.9320675204575006,-0.9936536938397773,-0.9023132434855372,-0.8697225580481939,-0.9955488339023939,-0.8696046671243514,-0.7313756456658757,-0.9033358874630343,-0.5667557610748264,-0.29672968109203257,-0.6422619127874978,-0.25558707859292007,-0.16343438834053114
