98642.1796875,215160.15625,254611.453125,413083.0625,345289.59375,431876.8125,604539.8125,296567.75,236510.125,174717.234375,36337.3671875,22254.22265625,15095.21484375,894.3624877929688,148.12240600585938,49.40380859375
127958.6328125,264941.53125,327344.375,544583.5,448081.0625,547117.6875,763437.4375,372012.5625,243182.515625,178804.84375,39002.296875,20845.537109375,17475.412109375,855.7119140625,100.42686462402344,62.9193115234375
142708.53125,285089.3125,339789.6875,538414.375,473218.3125,559714.75,768583.3125,352950.15625,296014.875,212637.859375,45194.234375,31335.46875,25699.083984375,1324.7041015625,278.5357971191406,80.11638641357422
118763.828125,250989.421875,280016.875,440563.46875,395143.0,508993.625,676065.0,396805.4375,280814.875,218152.671875,54140.703125,28792.484375,27406.494140625,873.005859375,65.75041198730469,44.208740234375
141465.84375,278078.53125,301378.4375,455953.53125,403280.90625,530197.0,698382.4375,391404.96875,307670.03125,224794.703125,58567.1171875,37407.73046875,29014.421875,1387.6983642578125,75.93834686279297,45.64080810546875
98572.9375,215778.5625,264600.625,419643.0625,380904.875,484782.03125,598479.625,347451.78125,244223.515625,174689.109375,45753.57421875,23963.912109375,20726.533203125,1104.943115234375,98.76692199707031,60.70018768310547
135685.890625,241567.078125,262049.4375,390387.40625,341879.78125,433923.3125,584092.1875,297568.28125,227486.890625,169514.265625,38387.7265625,20249.8125,17246.80078125,915.6401977539062,127.7892074584961,60.27663803100586
161723.34375,331209.0,381363.4375,579213.375,525143.1875,639706.1875,816431.5625,467122.59375,335972.90625,234908.09375,60218.9296875,37567.82421875,29017.53125,1659.7032470703125,174.64744567871094,61.36175537109375
150294.515625,312748.34375,288830.03125,370091.46875,333319.71875,437697.5,561067.875,288653.4375,252255.921875,193632.078125,41862.7734375,29944.185546875,22128.6640625,1156.6982421875,147.21669006347656,69.73593139648438
144377.265625,262643.46875,287915.9375,424742.1875,381056.25,477633.5,620575.75,316266.8125,265837.65625,188155.046875,46923.1484375,27024.912109375,23191.216796875,1121.6470947265625,94.64228820800781,64.68744659423828
